SAMPLE_DATA_TYPE,pAC50,smiles
flor 40 hr,7.428660554,Cc4cccc(Cl)c4NC(=O)c3cnc(Nc1nc(C)nc(c1)N2CCN(CCO)CC2)s3
flor 40 hr,7.428660554,CCNC(=O)NCCCOc2cc(CN1CCCCC1)ccc2
flor 40 hr,7.328660554,CN1CCC(CC1)N(Cc2cccs2)c3ccccc3
flor 40 hr,7.689896549,CC(C)(C)c1cc(cc(c1O)C(C)(C)C)C(C)(C)C
flor 40 hr,6.928660554,Cl.Cl.CCCCC(CC)CNC(=N)NC(=N)NCCCCCCNC(=N)NC(=N)NCC(CC)CCCC
glo 40 hr,6.928660554,Cl.Cl.CCCCC(CC)CNC(=N)NC(=N)NCCCCCCNC(=N)NC(=N)NCC(CC)CCCC
flor 40 hr,6.878660554,OC[C@H]1OCC(O1)[N@@]2C=CC(N)=NC2=O
flor 40 hr,4.228660549,C[C@@]1(CO1)C(=O)[C@@H](NC(=O)[C@H](Cc2ccccc2)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CCc3ccccc3)NC(=O)CN4CCOCC4)CC(C)C
glo 40 hr,4.378660561,C[C@@]1(CO1)C(=O)[C@@H](NC(=O)[C@H](Cc2ccccc2)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CCc3ccccc3)NC(=O)CN4CCOCC4)CC(C)C
flor 40 hr,7.428660554,CC3CCCCN3CCCOC(=O)c2ccc(OC1CCCCC1)cc2
flor 40 hr,7.017424559,Nc1ccc2N=C3c4ccccc4C(=O)N3Cc2c1
flor 40 hr,7.328660554,CCCC(=O)OC[C@@H](OC(=O)CCC)[C@@H](OC(=O)CCC)[C@@H](OC(=O)CCC)CN2C3=NC(=O)NC(=O)C3=Nc1cc(C)c(C)cc12
flor 40 hr,7.378660554,Clc5ccc6CCc1ccccc1N(CCCN2CCC4(CC2)C(=O)NC3CCCCN34)c6c5
glo 40 hr,7.378660554,Clc5ccc6CCc1ccccc1N(CCCN2CCC4(CC2)C(=O)NC3CCCCN34)c6c5
flor 40 hr,7.328660554,CC[C@H]2C[C@H]3[C@@H]4CCC1=CC(=O)CC[C@@H]1[C@H]4CC[C@]3(C)[C@H]2O
flor 40 hr,6.028660554,CC(C)(C)O\N=C\c1c3CN4C(=O)C=5COC(=O)[C@](O)(CC)C=5C=C4c3nc2ccccc12
glo 40 hr,6.028660554,CC(C)(C)O\N=C\c1c3CN4C(=O)C=5COC(=O)[C@](O)(CC)C=5C=C4c3nc2ccccc12
flor 40 hr,7.128660554,Oc1cc(C)c(O)c2ccccc12
glo 40 hr,7.128660554,Oc1cc(C)c(O)c2ccccc12
flor 40 hr,7.389896549,CC(C)(c1ccc(O)cc1)c2ccccc2
flor 40 hr,7.389896549,Oc1cc(cc(O)c1O)C(=O)OCCCCCCCC
flor 40 hr,3.778660524,CC(C)(C)OC(=O)N[C@@H](c1ccccc1)[C@@H](O)C(=O)O[C@H]5C[C@@]6(O)[C@@H](OC(=O)c2ccccc2)[C@H]4[C@@](C)([C@@H](O)C[C@H]3OC[C@]34OC(C)=O)C(=O)[C@H](O)C(=C5C)C6(C)C
flor 40 hr,6.228660554,O=[N+]([O-])c2ccc(C=C/C(C=Cc1ccc(o1)[N+]([O-])=O)=N\NC(=N)N)o2
glo 40 hr,6.178660554,O=[N+]([O-])c2ccc(C=C/C(C=Cc1ccc(o1)[N+]([O-])=O)=N\NC(=N)N)o2
glo 40 hr,7.588086802,OCCN(CCCCCCCCCCCC)CCO
flor 40 hr,7.689896549,CC1=CC[C@H](CC1)[C@](O)(C)CC\C=C(/C)C
flor 40 hr,7.189683963,C(N(Cc1ccccc1)Cc2ccccc2)c3ccccc3
flor 40 hr,7.639949682,Cl.Cl.Cc1cc(ccc1N)c2ccc(N)c(C)c2
flor 40 hr,7.689896549,ClCC(=O)N([C@@H](C)COC)c1c(C)cccc1CC
flor 40 hr,7.339896549,C[Si](CCCOCCCCCCCCOC)(O[Si](C)(C)C)O[Si](C)(C)C
flor 40 hr,6.789896549,[Hg+2].[I-].[I-]
glo 40 hr,7.089896549,[Hg+2].[I-].[I-]
flor 40 hr,7.289896549,Oc1c(cccc1C(C)CC)C(C)CC
flor 40 hr,7.139896549,OCCN(CCCCCCCCCCCCCC)CCO
glo 40 hr,7.239896549,OCCN(CCCCCCCCCCCCCC)CCO
flor 40 hr,7.589896549,Cc2cc(Nc1ccccc1)ccc2
glo 40 hr,7.089896549,[Cl-].CN(C)c1ccc2nc3ccc(cc3[s+]c2c1)N(C)C
flor 40 hr,7.039896549,[Br-].CCCCCCCCCCCCCC[n+]1ccccc1
glo 40 hr,6.989896549,[Br-].CCCCCCCCCCCCCC[n+]1ccccc1
flor 40 hr,7.589896549,[Br-].C[N+](C)(C)CCCCCCCCCCCC
glo 40 hr,7.639896549,[Br-].C[N+](C)(C)CCCCCCCCCCCC
flor 40 hr,6.139896549,CN(C)C(=S)SC(=S)N(C)C
glo 40 hr,6.139896549,CN(C)C(=S)SC(=S)N(C)C
flor 40 hr,5.389949681,Cl.Nc1ccc(OC)cc1
flor 40 hr,7.689896549,Oc1ccc(cc1)C(=O)OCc2ccccc2
flor 40 hr,7.539896549,Clc1cc(cnc1Cl)C(Cl)(Cl)Cl
glo 40 hr,6.989896549,CCOCn1c(c(C#N)c(Br)c1C(F)(F)F)c2ccc(Cl)cc2
flor 40 hr,7.184663076,O=C(OCC(COCC(CO)(COC(=O)C=C)COC(=O)C=C)(COC(=O)C=C)COC(=O)C=C)C=C
glo 40 hr,6.634663076,O=C(OCC(COCC(CO)(COC(=O)C=C)COC(=O)C=C)(COC(=O)C=C)COC(=O)C=C)C=C
flor 40 hr,7.589896549,OC(c1ccc(Cl)cc1)(c2ccc(Cl)cc2)C(=O)OC(C)C
flor 40 hr,7.689896549,OC(C)(c1ccc(Cl)cc1)c2ccc(Cl)cc2
flor 40 hr,6.743898492,O=C(O)C(O)(CC(=O)O)CC(=O)O.Oc1cccc2cccnc12
glo 40 hr,6.743898492,O=C(O)C(O)(CC(=O)O)CC(=O)O.Oc1cccc2cccnc12
flor 40 hr,7.739896549,O=C2CCCCCN2SSN1CCCCCC1=O
glo 40 hr,7.639896549,[Cl-].O=C(O)c4ccccc4c1c3ccc(cc3[o+]c2cc(ccc12)N(CC)CC)N(CC)CC
flor 40 hr,6.839896549,CN(C)S(=O)(=O)N(SC(Cl)(Cl)F)c1ccc(C)cc1
glo 40 hr,7.739896549,Clc1c(Cl)c(nc(Cl)c1Cl)C(Cl)(Cl)Cl
flor 40 hr,7.389896549,CC(C)(C)c1cc(c(C)cc1O)C(C)(C)C
glo 40 hr,7.689896549,CC(C)(C)c1cc(c(C)cc1O)C(C)(C)C
flor 40 hr,7.689896549,Oc2ccc(Cl)cc2C(=O)Nc1ccccc1
glo 40 hr,7.689896549,Oc2ccc(Cl)cc2C(=O)Nc1ccccc1
flor 40 hr,7.739896549,Clc1cc(ccc1OP(=O)(NC)OC)C(C)(C)C
flor 40 hr,7.739896549,Clc1ccc(O)c(c1)C2CCCC2
flor 40 hr,7.689923115,Nc1ccc(CCCCC)cc1
glo 40 hr,6.989896549,CN(C)S(=O)(=O)N(SC(Cl)(Cl)F)c1ccc(C)cc1
glo 40 hr,7.689896549,[Na+].Oc1ccc(cc1)C3(OS(=O)(=O)c2ccccc23)c4ccc([O-])cc4
flor 40 hr,7.289896549,Fc1ccc(cc1)C(CCCN2CCC(CC2)N3c4ccccc4NC3=O)c5ccc(F)cc5
glo 40 hr,7.489896549,Fc1ccc(cc1)C(CCCN2CCC(CC2)N3c4ccccc4NC3=O)c5ccc(F)cc5
flor 40 hr,7.589896549,[O-][N+](=O)c4ccc(O)c2c4C(=O)c1c(ccc(O)c1C2=O)Nc3ccc(CCO)cc3
flor 40 hr,7.689896549,O=C(O)c1ccc(cc1)C(=C)c2cc3c(cc2C)C(C)(C)CCC3(C)C
flor 40 hr,7.31234197,CCCCCCCCCc1ccc(OCCOCCO)cc1
glo 40 hr,7.039896549,N#CC=1SC3=C(SC=1C#N)C(=O)c2ccccc2C3=O
flor 40 hr,7.689896549,Cc1cc(O)c(Cl)cc1C
glo 40 hr,7.139896549,I.I.NCCN
flor 40 hr,7.639896549,CCN2CCCC2CNC(=O)c1cc(ccc1OC)S(N)(=O)=O
glo 40 hr,7.739896549,c2cc(OCC1CO1)ccc2C(c4ccc(OCC3CO3)cc4)c6ccc(OCC5CO5)cc6
flor 40 hr,6.989896549,ClC=1SN(CCCCCCCC)C(=O)C=1Cl
glo 40 hr,6.839896549,ClC=1SN(CCCCCCCC)C(=O)C=1Cl
flor 40 hr,7.589896549,CC(=O)c1cc2c(cc1C)C(C)(C)C(C)CC2(C)C
flor 40 hr,6.687286382,Cl[Bi](Cl)(c1ccccc1)(c2ccccc2)c3ccccc3
glo 40 hr,6.887286382,Cl[Bi](Cl)(c1ccccc1)(c2ccccc2)c3ccccc3
flor 40 hr,7.739896549,Cc2oncc2C(=O)Nc1ccc(cc1)C(F)(F)F
glo 40 hr,7.473695761,[Na+].[Na+].[O-]C(=O)c4ccccc4C=2c3cc(I)c([O-])c(I)c3OC=1C=2C=C(I)C(=O)C=1I
flor 40 hr,7.289896549,OC(=O)c1ccc([Hg]Cl)cc1
glo 40 hr,7.389896549,OC(=O)c1ccc([Hg]Cl)cc1
glo 40 hr,7.089896549,Clc2ccc(NC(=O)c1cc(Cl)cc(Cl)c1O)cc2Cl
flor 40 hr,7.789896549,Oc1ccc(cc1)C4(c2ccccc2c3ccccc34)c5ccc(O)cc5
flor 40 hr,7.389896549,O=C2c1ccccc1C(=O)c3c2c(O)ccc3O
flor 40 hr,7.511302104,O=C(O)C(O)(CC(=O)O)CC(=O)O.CN(C)CCOc1ccc(cc1)/C(c2ccccc2)=C(/CCCl)c3ccccc3
glo 40 hr,7.611302104,O=C(O)C(O)(CC(=O)O)CC(=O)O.CN(C)CCOc1ccc(cc1)/C(c2ccccc2)=C(/CCCl)c3ccccc3
flor 40 hr,7.689896549,O=C(OC(C)COC(C)COC(C)COC(=O)C=C)C=C
flor 40 hr,7.137286382,[Cl-].CC(C)(C)CC(C)(C)c2ccc(OCCOCC[N+](C)(C)Cc1ccccc1)cc2C
flor 40 hr,7.689896549,Nc1ccc(CCCCCC)cc1
glo 40 hr,7.589896549,I[Na]
flor 40 hr,7.089896549,I/C(I)=C(/I)I
glo 40 hr,5.539896549,I/C(I)=C(/I)I
flor 40 hr,5.639896549,O=[As]c1ccccc1
glo 40 hr,5.539896549,O=[As]c1ccccc1
flor 40 hr,7.339896549,C=CC(=O)OCCN1C(=O)N(CCOC(=O)C=C)C(=O)N(CCOC(=O)C=C)C1=O
glo 40 hr,7.289896549,C=CC(=O)OCCN1C(=O)N(CCOC(=O)C=C)C(=O)N(CCOC(=O)C=C)C1=O
flor 40 hr,7.639896549,OC1CC(CCC1)C2CC3CC2C(C)C3(C)C
glo 40 hr,7.689896549,Oc2ccc(CC(C)C(C)Cc1ccc(O)c(O)c1)cc2O
glo 40 hr,7.087286382,[Cl-].CC(C)(C)CC(C)(C)c2ccc(OCCOCC[N+](C)(C)Cc1ccccc1)cc2C
glo 40 hr,7.689896549,O=C(Oc1c(cc(cc1[N+]([O-])=O)[N+]([O-])=O)C(C)CC)\C=C(/C)C
flor 40 hr,6.189896549,O=C(OC)Nc1nc2cc(ccc2n1)Sc3ccccc3
flor 40 hr,7.289896549,[Cl-].CO[Si](CCC[N+](C)(CCCCCCCCCC)CCCCCCCCCC)(OC)OC
glo 40 hr,7.639896549,[Cl-].CO[Si](CCC[N+](C)(CCCCCCCCCC)CCCCCCCCCC)(OC)OC
flor 40 hr,7.389896549,O=C1CCCCCCCCCCC(=O)OCCO1
glo 40 hr,7.589896549,CN(C)CCCNC(=O)CCCCCCCCCCC
flor 40 hr,7.589896549,C=CC(=O)OCC2CCC3C1CC(CC1COC(=O)C=C)C23
flor 40 hr,7.687286382,Cl.CC=2NC(C)=C(C(C=2C(=O)OCCN(C)Cc1ccccc1)c3cccc(c3)[N+]([O-])=O)C(=O)OC
glo 40 hr,7.637286382,Cl.CC=2NC(C)=C(C(C=2C(=O)OCCN(C)Cc1ccccc1)c3cccc(c3)[N+]([O-])=O)C(=O)OC
flor 40 hr,7.439896549,[Na+].[Na+].[O-]S(=O)(=O)c1ccc(cc1)/N=N/c2ccc(cc2)/N=N/c3c(O)c4ccc(cc4cc3S([O-])(=O)=O)NC(=O)c5ccccc5
flor 40 hr,7.589896549,O=C(Oc1c(cc(cc1[N+]([O-])=O)[N+]([O-])=O)CCCCCC(C)C)\C=C\C
glo 40 hr,7.639896549,O=C(Oc1c(cc(cc1[N+]([O-])=O)[N+]([O-])=O)CCCCCC(C)C)\C=C\C
flor 40 hr,7.089896549,Clc1cc(N\N=C(/C#N)C#N)ccc1
glo 40 hr,7.289896549,Clc1cc(N\N=C(/C#N)C#N)ccc1
flor 40 hr,7.339896549,O=C(C=C)OCC(COC(=O)C=C)(COC(=O)C=C)COC(=O)C=C
glo 40 hr,6.739896549,O=C(C=C)OCC(COC(=O)C=C)(COC(=O)C=C)COC(=O)C=C
flor 40 hr,7.739896549,CNC(=S)NC
glo 40 hr,7.639896549,Cl.CN(C)CCCN2c3ccccc3CCc1ccc(Cl)cc12
flor 40 hr,7.689896549,c1ccccc1[Hg]c2ccccc2
glo 40 hr,7.339896549,Oc1c(cc(Br)cc1Br)C(=O)Nc2cc(ccc2)C(F)(F)F
flor 40 hr,6.189896549,[Hg+2].[O-]C(C)=O.[O-]C(C)=O
glo 40 hr,6.389896549,[Hg+2].[O-]C(C)=O.[O-]C(C)=O
flor 40 hr,7.689896549,Oc1cc(c(O)cc1C(C)(C)CC)C(C)(C)CC
flor 40 hr,7.587286382,BrC2CC(Cn1cncn1)(OC2)c3ccc(Cl)cc3Cl
glo 40 hr,6.789896549,ClC1(Cl)CS(=O)(=O)CC1(Cl)Cl
flor 40 hr,7.287286382,[Cl-].CC/[N+](CC)=C1/C=C/C(C=C1)=C(\c3ccc(NCC)c2ccccc23)c4ccc(cc4)N(CC)CC
glo 40 hr,7.287286382,[Cl-].CC/[N+](CC)=C1/C=C/C(C=C1)=C(\c3ccc(NCC)c2ccccc23)c4ccc(cc4)N(CC)CC
flor 40 hr,7.039896549,CC(=O)O.CC(C)c2cc3CC[C@@H]1[C@](C)(CCC[C@@]1(C)CN)c3cc2
glo 40 hr,7.039896549,CC(=O)O.CC(C)c2cc3CC[C@@H]1[C@](C)(CCC[C@@]1(C)CN)c3cc2
flor 40 hr,7.147575037,[Cl-].C[N+](C)(Cc1ccccc1)CCCCCCCCCCCCCCCC
glo 40 hr,7.097575037,[Cl-].C[N+](C)(Cc1ccccc1)CCCCCCCCCCCCCCCC
flor 40 hr,6.889896549,O=C1C=CC(=O)N1c2ccc(cc2)Cc3ccc(cc3)N4C(=O)C=CC4=O
glo 40 hr,7.189896549,O=C1C=CC(=O)N1c2ccc(cc2)Cc3ccc(cc3)N4C(=O)C=CC4=O
flor 40 hr,7.439896549,CC(C)c1cc(ccc1O)C(C)C
glo 40 hr,6.439896549,CC(O)C(=O)O[Hg]c1ccccc1
flor 40 hr,7.639896549,O=[N+]([O-])C1(Br)COCOC1
glo 40 hr,7.689896549,O=[N+]([O-])C1(Br)COCOC1
flor 40 hr,7.389896549,Clc1c(Cl)c(C#N)nc(Cl)c1Cl
glo 40 hr,7.239896549,Clc1c(Cl)c(C#N)nc(Cl)c1Cl
flor 40 hr,7.189896549,Cl.CC(C)NC(=O)c1ccc(CNNC)cc1
glo 40 hr,7.639896549,Brc1cc(C)c(NC(=O)CCl)cc1
flor 40 hr,7.139896549,N#CSc1ccc(cc1[N+]([O-])=O)[N+]([O-])=O
glo 40 hr,7.189896549,N#CSc1ccc(cc1[N+]([O-])=O)[N+]([O-])=O
flor 40 hr,7.189418109,[Br-].C[N+](C)(C)CCCCCCCCCCCCCC
glo 40 hr,7.239418109,[Br-].C[N+](C)(C)CCCCCCCCCCCCCC
flor 40 hr,7.139896549,[Cl-].CCCCCCCC[N+](C)(CCCCCCCC)CCCCCCCC
glo 40 hr,6.939896549,[Cl-].CCCCCCCC[N+](C)(CCCCCCCC)CCCCCCCC
flor 40 hr,5.839896549,F[Sn](c1ccccc1)(c2ccccc2)c3ccccc3
glo 40 hr,5.339896549,F[Sn](c1ccccc1)(c2ccccc2)c3ccccc3
flor 40 hr,6.889896549,Cl[Au](Cl)Cl
glo 40 hr,6.939896549,Cl[Au](Cl)Cl
flor 40 hr,7.290162159,FCC(=O)O
flor 40 hr,7.339896549,O=C(OCC)Cc2cccc1ccccc12
flor 40 hr,7.739896549,Cl.CN(C)CCCN2c3ccccc3CCc1ccccc12
flor 40 hr,6.189896549,[K+].N#C[Au-]C#N
glo 40 hr,6.189896549,[K+].N#C[Au-]C#N
flor 40 hr,6.623798795,[Ca+2].O[C@H](CCn1c(c(c(c1C(C)C)C(=O)Nc2ccccc2)c3ccccc3)c4ccc(F)cc4)C[C@@H](O)CC([O-])=O.[O-]C(=O)C[C@H](O)C[C@H](O)CCn4c(c1ccc(F)cc1)c(c2ccccc2)c(C(=O)Nc3ccccc3)c4C(C)C
flor 40 hr,7.639896549,N=C1NC(=N)c2ccccc12
glo 40 hr,7.639896549,N=C1NC(=N)c2ccccc12
glo 40 hr,7.094952569,Ic4c5Oc1c(I)c(O)c(I)cc1C3(OC(=O)c2ccccc23)c5cc(I)c4O
flor 40 hr,7.789896549,O=C(O)C(CCCCCCCC)CCCCCC
flor 40 hr,7.739896549,Oc4cc5CC[C@@H]1[C@H](CC[C@]2(C)[C@H](CC[C@@H]12)OC(=O)CCC3CCCC3)c5cc4
flor 40 hr,7.339896549,CC1=CCC(CC1)C(O)(C)C
flor 40 hr,6.789896549,Br[Sn](CC)(CC)CC
glo 40 hr,6.339896549,Br[Sn](CC)(CC)CC
glo 40 hr,5.589896548,CCCC[Sn](CCCC)(OC(=O)C=C)CCCC
flor 40 hr,7.639896549,C=C(C)C(=O)OCC(O)COc1ccc(cc1)C(C)(C)c2ccc(OCC(O)COC(=O)C(=C)C)cc2
glo 40 hr,7.389896549,C=C(C)C(=O)OCC(O)COc1ccc(cc1)C(C)(C)c2ccc(OCC(O)COC(=O)C(=C)C)cc2
flor 40 hr,7.339896549,Oc1ccccc1C(=O)OCC/C=C\CC
flor 40 hr,7.389896549,O=C(O)c2cc(O)c1ccccc1c2O
glo 40 hr,7.339896549,O=C(O)c2cc(O)c1ccccc1c2O
flor 40 hr,7.233316973,[Na+].[Na+].O=S([O-])(=O)c3cc(ccc3C=Cc2ccc(/N=N/c1ccc(OCC)cc1)cc2S([O-])(=O)=O)/N=N/c4ccc(OCC)cc4
flor 40 hr,7.364923115,Oc1ccc(CCCCCCC)cc1
flor 40 hr,7.131486779,[Cl-].C[N+](C)(Cc1ccccc1)CCCCCCCCCCCC
glo 40 hr,6.931486779,[Cl-].C[N+](C)(Cc1ccccc1)CCCCCCCCCCCC
flor 40 hr,6.875081646,[Cl-].C[N+](C)(C)CCCCCCCCCCCCCC
glo 40 hr,6.875081646,[Cl-].C[N+](C)(C)CCCCCCCCCCCCCC
flor 40 hr,7.539896549,Oc1cc(C)c(Cl)cc1C(C)C
flor 40 hr,7.689896549,O=C2C[C@H](OC(=O)[C@@H]1[C@@H](/C=C(\C)C)C1(C)C)C(C)=C2CC=C
glo 40 hr,7.039896549,[O-][N+](=O)c2cc(c(Cl)c(c2Nc1ncc(cc1Cl)C(F)(F)F)[N+]([O-])=O)C(F)(F)F
flor 40 hr,7.639896549,O=C(N(CCOc1c(Cl)cc(Cl)cc1Cl)CCC)n2ccnc2
flor 40 hr,7.276000031,[Cl-].C[N+](C)(Cc1ccccc1)CCCCCCCCCCCC
glo 40 hr,7.226000031,[Cl-].C[N+](C)(Cc1ccccc1)CCCCCCCCCCCC
flor 40 hr,7.303447713,[Cl-].C[N+](C)(Cc1ccccc1)CCCCCCCCCCCCCCCC
glo 40 hr,7.153447712,[Cl-].C[N+](C)(Cc1ccccc1)CCCCCCCCCCCCCCCC
flor 40 hr,7.137919464,Clc2ccc(NC(=N)NC(=N)NCCCCCCNC(=N)NC(=N)Nc1ccc(Cl)cc1)cc2.CC(=O)O.CC(=O)O
glo 40 hr,7.137919464,Clc2ccc(NC(=N)NC(=N)NCCCCCCNC(=N)NC(=N)Nc1ccc(Cl)cc1)cc2.CC(=O)O.CC(=O)O
glo 40 hr,7.639896549,CC(C)c1cccc(C(C)C)c1N3C(=O)c2ccc(O)cc2C3=O
flor 40 hr,7.389896549,CC(C)(CC)C(=O)O[C@H]2C[C@@H](C)C=C3C=C[C@H](C)[C@H](CC[C@@H]1C[C@@H](O)CC(=O)O1)[C@@H]23
flor 40 hr,6.907095093,CC(C)Nc3ccc(NC(C)C)c2c3C(=O)c1ccccc1C2=O
flor 40 hr,7.689896549,O=C(NCCCC)OCC#CI
glo 40 hr,6.339896549,O=C(NCCCC)OCC#CI
flor 40 hr,7.639896549,O=NN(C)c1ccc(cc1)[N+]([O-])=O
flor 40 hr,7.689896549,Clc2cc(O)ccc2c1ccccc1
flor 40 hr,7.739896549,[Na+].[O-]S(=O)(=O)OCCOCCCCCCCCCCCC
flor 40 hr,7.389896549,CC(C)NC(=O)c1ccc(CNNC)cc1
flor 40 hr,7.539896549,CC(C)(C)c1ccc(C)cc1O
flor 40 hr,7.450785964,CC(CC)N(C)C(=O)c2cc1ccccc1c(n2)c3ccccc3Cl
flor 40 hr,6.989896549,[O-]C(=O)c1ccccc1.CO[C@H]1C[C@@H](O[C@@H](C)[C@@H]1[NH2+]C)O[C@@H]2[C@@H](OC)C[C@@H](O[C@H]2C)O[C@@H]3C(C)=CC[C@@H]6C[C@H](OC(=O)[C@@H]4C=C(C)[C@@H](O)[C@H]5OCC(=CC=C[C@@H]3C)[C@@]45O)C[C@@]7(O6)C=C[C@H](C)[C@H](O7)[C@@H](C)CC
glo 40 hr,6.989896549,[O-]C(=O)c1ccccc1.CO[C@H]1C[C@@H](O[C@@H](C)[C@@H]1[NH2+]C)O[C@@H]2[C@@H](OC)C[C@@H](O[C@H]2C)O[C@@H]3C(C)=CC[C@@H]6C[C@H](OC(=O)[C@@H]4C=C(C)[C@@H](O)[C@H]5OCC(=CC=C[C@@H]3C)[C@@]45O)C[C@@]7(O6)C=C[C@H](C)[C@H](O7)[C@@H](C)CC
flor 40 hr,7.139896549,[Br-].C[N+](C)(C)CCCCCCCCCCCCCCCC
glo 40 hr,7.389896549,[Br-].C[N+](C)(C)CCCCCCCCCCCCCCCC
glo 40 hr,7.639896549,CN(C)c1ccc(cc1)[C@H]5C[C@@]2(C)[C@@H](CC[C@@]2(O)C#CC)[C@@H]4CCC3=CC(=O)CCC3=C45
flor 40 hr,7.689896549,Cl.Oc1ccc(cc1)c3sc2cc(O)ccc2c3C(=O)c5ccc(OCCN4CCCCC4)cc5
glo 40 hr,7.739896549,Cl.Oc1ccc(cc1)c3sc2cc(O)ccc2c3C(=O)c5ccc(OCCN4CCCCC4)cc5
flor 40 hr,7.639667049,O=C(OC1CCCCC1)OC(C)OC(=O)c5cccc6nc(OCC)n(Cc2ccc(cc2)c3ccccc3c4nnnn4)c56
flor 40 hr,7.249049404,O=C(O)C(O)(CC(=O)O)CC(=O)O.CCN(CCOc1ccc(cc1)C(c2ccccc2)=C(Cl)c3ccccc3)CC
glo 40 hr,7.249049404,O=C(O)C(O)(CC(=O)O)CC(=O)O.CCN(CCOc1ccc(cc1)C(c2ccccc2)=C(Cl)c3ccccc3)CC
flor 40 hr,7.589896549,[Na+].[Na+].Cc3cc(/N=N/c1c2ccc(cc2ccc1O)S([O-])(=O)=O)c(cc3S(=O)([O-])=O)OC
glo 40 hr,7.539896549,[Cu]I
flor 40 hr,7.739896549,CN(SN(C)C(=O)O\N=C(/C)SC)C(=O)O\N=C(/C)SC
flor 40 hr,7.038885994,S=C1SCN(C)CN1C
glo 40 hr,7.088885994,S=C1SCN(C)CN1C
flor 40 hr,7.493430076,Cl.CCN(CC)CCOc1c(I)cc(cc1I)C(=O)c2c3ccccc3oc2CCCC
glo 40 hr,7.593430075,Cl.CCN(CC)CCOc1c(I)cc(cc1I)C(=O)c2c3ccccc3oc2CCCC
flor 40 hr,7.639896549,OC(c1ccc(Cl)cc1)(c2ccc(Cl)cc2)C(=O)OCC
flor 40 hr,7.139896549,NS(=O)(=O)c1ccc2c(c1)[C@H](CC[C@H]2c3ccc(Cl)c(Cl)c3)NC
glo 40 hr,7.339896549,NS(=O)(=O)c1ccc2c(c1)[C@H](CC[C@H]2c3ccc(Cl)c(Cl)c3)NC
flor 40 hr,7.689896549,Clc2ccc(Oc1ccc(F)cc1CNC)cc2Cl
flor 40 hr,7.389896549,Clc3ccc(CCC(Cn1cncn1)(C#N)c2ccccc2)cc3
glo 40 hr,7.689896549,Clc3ccc(CCC(Cn1cncn1)(C#N)c2ccccc2)cc3
flor 40 hr,7.539896549,Cl.CNCCCC24CCC(c1ccccc12)c3ccccc34
glo 40 hr,7.589896549,Cl.CNCCCC24CCC(c1ccccc12)c3ccccc34
flor 40 hr,7.687286382,FC(F)C(F)(F)OCC(Cn1cncn1)c2ccc(Cl)cc2Cl
flor 40 hr,7.235735408,N#CSCSC#N
glo 40 hr,7.335735408,N#CSCSC#N
glo 40 hr,7.689896549,O=C2C=C(C)C(=O)c1ccccc12
flor 40 hr,7.589896549,S=P(Oc1ccccc1C(=O)OC(C)C)(NC(C)C)OCC
flor 40 hr,7.589896549,O=C4CC1(CCCC1)CC(=O)N4CCCCN2CCN(CC2)c3ncccn3
flor 40 hr,7.639896549,[Na+].[Na+].O=S([O-])(=O)c3ccc(/N=N/c1c2ccc(cc2ccc1O)S([O-])(=O)=O)cc3
flor 40 hr,7.589896549,Oc1cc(O)ccc1CCCCCC
flor 40 hr,7.428660554,CC4=C5C[C@@H]1[C@@]6(C)CC[C@H](O)CC6=CC[C@H]1[C@@H]5CC[C@@]24O[C@@H]3C[C@H](C)CN[C@H]3[C@H]2C
glo 40 hr,7.339896549,CN1CCN(CC1)c4ccccc4/C=C3\SCCN(c2cc(Cl)c(Cl)cc2)C3=O
flor 40 hr,7.739683963,ClC2=C(Cl)C3(Cl)C1COS(=O)OCC1C2(Cl)C3(Cl)Cl
flor 40 hr,7.589896549,Clc1ccc(cc1)C(CO)c2ccc(Cl)cc2
glo 40 hr,6.539896549,Clc1c(C#N)c(Cl)c(C#N)c(Cl)c1Cl
flor 40 hr,7.639683963,Cc2ccc(/N=C/N(C)/C=N/c1ccc(C)cc1C)c(C)c2
flor 40 hr,7.689896549,Cc1cc(O)c(Cl)c(C)c1Cl
flor 40 hr,7.689896549,O=C2CC[C@H]3[C@@H]4CCC1=CC(=O)CC[C@]1(C)[C@H]4CC[C@]23C
glo 40 hr,6.889896549,[Cl-].C[N+](C)(CCCCCCCCCC)CCCCCCCCCC
flor 40 hr,7.389896549,Fc1ccc(cc1)C(=O)CCCN2CCC(O)(CC2)c3ccc(Cl)cc3
glo 40 hr,7.739896549,Fc1ccc(cc1)C(=O)CCCN2CCC(O)(CC2)c3ccc(Cl)cc3
flor 40 hr,5.114615714,O=C1C=CC(=O)NN1
flor 40 hr,7.389896549,Cc1cc(OP(=S)(OCC)OCC)nc(n1)C(C)C
flor 40 hr,6.589896549,ClC(Cl)C(Cl)(Cl)SN2C(=O)C1CC=CCC1C2=O
glo 40 hr,6.689896549,ClC(Cl)C(Cl)(Cl)SN2C(=O)C1CC=CCC1C2=O
flor 40 hr,7.639683963,FC(F)(F)c2cc(Cl)ccc2\N=C(/COCCC)n1ccnc1
flor 40 hr,7.689896549,O=C(OCCCCOC(=O)C=C)C=C
flor 40 hr,6.289896549,[Na+].[O-]C(=O)c1ccccc1S[Hg]CC
