experiment_id,lr,dropout_ratio,batch_size,num_experts,alpha,beta,min_temp,decay,num_layer,emb_dim,gate_dim,split_type,val_metric,val_metric_std,test_metric,test_metric_std,num_epochs_trained,early_stopped,timestamp,test_auprc,test_accuracy,test_f1,test_sensitivity,test_specificity,val_auprc,val_accuracy,val_f1,val_sensitivity,val_specificity
exp_1055,0.0001,0.1,32,3,1.0,0.1,1.0,0.0001,5,300,50,scaffold,80.4207,,69.2519,,55,True,2025-11-20 05:47:19,0.5776,0.4386,0.6097,1.0000,0.0000,0.5693,0.4464,0.6173,1.0000,0.0000
exp_1052,0.0001,0.1,512,5,0.01,1.0,0.1,0.0,5,300,50,scaffold,84.2954,,85.8324,,500,False,2025-11-20 05:47:30,0.8059,0.4771,0.6263,0.9991,0.0693,0.7916,0.4968,0.6391,0.9982,0.0924
exp_1057,0.0001,0.1,512,3,0.1,0.01,0.1,1e-05,5,300,50,scaffold,83.4501,,85.7640,,169,True,2025-11-20 05:49:23,0.8138,0.4572,0.6175,0.9991,0.0339,0.7870,0.4692,0.6271,1.0000,0.0411
exp_1058,0.001,0.1,32,7,1.0,0.01,1.0,0.0,5,300,50,scaffold,79.5228,,60.2991,,51,True,2025-11-20 05:53:51,0.4996,0.4386,0.6097,1.0000,0.0000,0.4903,0.4464,0.6173,1.0000,0.0000
exp_1060,0.0001,0.3,512,5,0.1,0.1,0.1,1e-05,5,300,50,scaffold,84.0279,,86.2360,,227,True,2025-11-20 05:56:58,0.8230,0.4548,0.6165,0.9991,0.0296,0.7936,0.4651,0.6254,1.0000,0.0337
exp_1059,1e-05,0.0,32,7,1.0,0.1,0.1,0.0,5,300,50,scaffold,79.6389,,80.7301,,95,True,2025-11-20 06:05:47,0.7595,0.4394,0.6101,1.0000,0.0014,0.7144,0.4472,0.6176,1.0000,0.0015
exp_1062,0.0001,0.1,32,7,1.0,0.1,1.0,0.0001,5,300,50,scaffold,76.4172,,69.6462,,55,True,2025-11-20 06:06:11,0.6114,0.4386,0.6097,1.0000,0.0000,0.5998,0.4464,0.6173,1.0000,0.0000
exp_1061,1e-05,0.3,32,3,1.0,0.01,0.1,0.0,5,300,50,scaffold,81.4711,,82.3199,,88,True,2025-11-20 06:06:18,0.7786,0.4386,0.6097,1.0000,0.0000,0.7428,0.4464,0.6173,1.0000,0.0000
exp_1063,0.0001,0.0,32,5,0.01,0.1,0.1,0.0001,5,300,50,scaffold,81.8776,,61.5719,,57,True,2025-11-20 06:08:14,0.5145,0.4386,0.6097,1.0000,0.0000,0.5175,0.4464,0.6173,1.0000,0.0000
exp_1066,0.0001,0.1,512,3,0.1,1.0,1.0,1e-05,5,300,50,scaffold,82.8772,,85.3951,,157,True,2025-11-20 06:12:46,0.8051,0.4601,0.6188,0.9991,0.0390,0.7809,0.4724,0.6286,1.0000,0.0469
exp_1064,0.0001,0.3,32,3,0.1,0.1,1.0,0.0001,5,300,50,scaffold,78.7381,,62.5330,,55,True,2025-11-20 06:16:22,0.5090,0.4386,0.6097,1.0000,0.0000,0.5195,0.4464,0.6173,1.0000,0.0000
exp_1067,0.001,0.1,32,3,0.01,0.01,0.1,0.0001,5,300,50,scaffold,79.7230,,60.5174,,51,True,2025-11-20 06:18:17,0.5157,0.4386,0.6097,1.0000,0.0000,0.5154,0.4464,0.6173,1.0000,0.0000
exp_1069,0.001,0.1,512,5,1.0,0.1,1.0,1e-05,5,300,50,scaffold,83.1338,,82.4291,,59,True,2025-11-20 06:18:58,0.7844,0.4422,0.6113,1.0000,0.0065,0.7320,0.4505,0.6190,1.0000,0.0073
exp_1065,1e-05,0.3,32,7,1.0,0.1,0.1,0.0,5,300,50,scaffold,77.9824,,75.9049,,95,True,2025-11-20 06:26:41,0.7032,0.4386,0.6097,1.0000,0.0000,0.6608,0.4472,0.6176,1.0000,0.0015
exp_1070,0.001,0.1,32,7,0.01,0.1,0.1,1e-05,5,300,50,scaffold,81.1436,,44.9907,,52,True,2025-11-20 06:27:57,0.3810,0.4386,0.6097,1.0000,0.0000,0.3992,0.4464,0.6173,1.0000,0.0000
exp_1071,0.0001,0.3,512,7,0.01,0.01,0.1,1e-05,5,300,50,scaffold,81.4772,,83.6219,,237,True,2025-11-20 06:29:00,0.7881,0.4524,0.6154,0.9991,0.0253,0.7669,0.4635,0.6242,0.9982,0.0323
exp_1068,1e-05,0.0,32,3,0.01,0.01,1.0,0.0001,5,300,50,scaffold,80.9759,,79.6639,,117,True,2025-11-20 06:33:29,0.7223,0.4386,0.6097,1.0000,0.0000,0.6795,0.4464,0.6173,1.0000,0.0000
exp_1075,0.001,0.1,32,3,0.01,1.0,1.0,1e-05,5,300,50,scaffold,82.8164,,59.3291,,51,True,2025-11-20 06:42:25,0.4991,0.4386,0.6097,1.0000,0.0000,0.5020,0.4464,0.6173,1.0000,0.0000
exp_1072,0.0001,0.1,512,5,0.1,0.01,0.1,0.0,5,300,50,scaffold,84.8530,,86.4830,,392,True,2025-11-20 06:45:41,0.8195,0.4706,0.6234,0.9991,0.0578,0.7968,0.4894,0.6358,0.9982,0.0792
exp_1076,0.0001,0.0,512,3,0.1,0.01,1.0,1e-05,5,300,50,scaffold,82.5284,,85.3690,,132,True,2025-11-20 06:48:40,0.8033,0.4653,0.6211,0.9991,0.0484,0.7793,0.4797,0.6318,1.0000,0.0601
exp_1073,1e-05,0.1,32,5,0.01,0.1,0.1,0.0,5,300,50,scaffold,85.0674,,86.0603,,131,True,2025-11-20 06:51:18,0.8253,0.4390,0.6099,1.0000,0.0007,0.7742,0.4464,0.6173,1.0000,0.0000
exp_1074,1e-05,0.1,512,7,0.01,1.0,0.1,0.0,5,300,50,scaffold,80.4937,,82.8914,,500,False,2025-11-20 06:51:22,0.7760,0.4909,0.6321,0.9972,0.0953,0.7508,0.5065,0.6436,0.9982,0.1100
exp_1079,0.001,0.0,512,7,0.1,0.01,1.0,1e-05,5,300,50,scaffold,81.7563,,82.5117,,67,True,2025-11-20 06:54:38,0.7680,0.4601,0.6188,0.9991,0.0390,0.7409,0.4797,0.6314,0.9982,0.0616
exp_1077,0.001,0.0,512,7,0.01,1.0,0.1,0.0,5,300,50,scaffold,82.9034,,84.3765,,185,True,2025-11-20 06:55:09,0.7958,0.4982,0.6355,0.9972,0.1083,0.7742,0.5170,0.6477,0.9945,0.1320
exp_1080,0.0001,0.3,512,3,0.1,0.1,1.0,0.0001,5,300,50,scaffold,80.0893,,81.5995,,107,True,2025-11-20 06:56:24,0.7537,0.4390,0.6099,1.0000,0.0007,0.7270,0.4464,0.6173,1.0000,0.0000
exp_1078,0.001,0.0,32,5,1.0,0.1,0.1,0.0001,5,300,50,scaffold,79.2798,,53.7113,,51,True,2025-11-20 06:57:49,0.4540,0.4386,0.6097,1.0000,0.0000,0.4456,0.4464,0.6173,1.0000,0.0000
exp_1083,0.0001,0.0,32,7,0.01,1.0,0.1,0.0001,5,300,50,scaffold,77.7902,,60.2976,,58,True,2025-11-20 07:06:56,0.5121,0.4386,0.6097,1.0000,0.0000,0.4831,0.4464,0.6173,1.0000,0.0000
