experiment_id,lr,dropout_ratio,batch_size,num_experts,alpha,beta,min_temp,decay,num_layer,emb_dim,gate_dim,split_type,train_metric,val_metric,val_metric_std,test_metric,test_metric_std,num_epochs_trained,early_stopped,timestamp,train_auprc,train_accuracy,train_f1,train_sensitivity,train_specificity,val_auprc,val_accuracy,val_f1,val_sensitivity,val_specificity,test_auprc,test_accuracy,test_f1,test_sensitivity,test_specificity,features
ablation_Basic_Phys_ECFP_31,0.0005,0.3,128,5,0.1,0.01,1,0,5,300,50,scaffold,99.9240,78.1392,,81.8846,,56,True,2025-11-23 06:27:59,0.9994,0.9910,0.9913,0.9887,0.9934,0.7720,0.6465,0.6973,0.6697,0.6105,0.8665,0.7543,0.7909,0.7755,0.7226,basic+ecfp+phys
ablation_MACCS_53,0.0001,0.3,128,5,0.1,0.01,1,0,3,300,50,scaffold,93.2394,84.4900,,82.5996,,92,True,2025-11-23 06:29:05,0.9362,0.8543,0.8634,0.8815,0.8246,0.8773,0.7785,0.8209,0.8348,0.6912,0.8788,0.7577,0.8031,0.8247,0.6575,basic+maccs
ablation_Phys_26,0.0005,0.3,32,3,0.1,0.01,1,0,5,300,50,scaffold,99.2219,84.0724,,86.5130,,81,True,2025-11-23 06:29:28,0.9932,0.9558,0.9580,0.9646,0.9462,0.8659,0.7579,0.8000,0.7964,0.6982,0.8980,0.7872,0.8304,0.8694,0.6644,basic+phys
ablation_Phys_27,0.0005,0.3,128,3,0.1,0.01,1,0,5,300,50,scaffold,99.3288,84.0033,,86.7279,,103,True,2025-11-23 06:29:37,0.9942,0.9570,0.9588,0.9586,0.9552,0.8765,0.7730,0.8110,0.8009,0.7298,0.9015,0.7989,0.8370,0.8614,0.7055,basic+phys
ablation_Basic_MACCS_ECFP_55,0.0001,0.3,128,5,0.1,0.01,1,0,5,300,50,scaffold,99.8037,79.4840,,83.4228,,66,True,2025-11-23 06:29:59,0.9984,0.9831,0.9838,0.9835,0.9828,0.7805,0.7125,0.7611,0.7534,0.6491,0.8613,0.7708,0.8091,0.8110,0.7106,basic+ecfp+maccs
ablation_Basic_Phys_ECFP_30,0.0005,0.3,32,5,0.1,0.01,1,0,5,300,50,scaffold,90.1935,75.4465,,78.5816,,51,True,2025-11-23 06:30:12,0.8752,0.8424,0.8591,0.9206,0.7569,0.6580,0.6052,0.7050,0.7760,0.3404,0.8295,0.7344,0.7905,0.8362,0.5822,basic+ecfp+phys
ablation_Basic_Phys_MACCS_7,0.001,0.3,128,5,0.1,0.01,1,0,5,300,50,scaffold,99.7305,83.7358,,84.8905,,64,True,2025-11-23 06:30:47,0.9973,0.9788,0.9796,0.9752,0.9828,0.8492,0.7345,0.7799,0.7738,0.6737,0.8802,0.7804,0.8202,0.8362,0.6969,basic+maccs+phys
ablation_Basic_Phys_MACCS_6,0.001,0.3,32,5,0.1,0.01,1,0,5,300,50,scaffold,99.0410,82.7991,,84.8972,,57,True,2025-11-23 06:31:30,0.9905,0.9547,0.9570,0.9669,0.9413,0.8452,0.7455,0.7942,0.8077,0.6491,0.8958,0.7797,0.8154,0.8121,0.7312,basic+maccs+phys
ablation_Basic_MACCS_ECFP_54,0.0001,0.3,32,5,0.1,0.01,1,0,5,300,50,scaffold,92.2587,77.4835,,83.3577,,55,True,2025-11-23 06:31:33,0.9122,0.8575,0.8701,0.9143,0.7955,0.6346,0.5750,0.6623,0.6855,0.4035,0.8744,0.7618,0.8109,0.8522,0.6267,basic+ecfp+maccs
ablation_Basic_7,0.001,0.3,128,5,0.1,0.01,1,0,5,300,50,scaffold,99.4875,83.2285,,86.9759,,65,True,2025-11-23 06:32:06,0.9954,0.9637,0.9650,0.9598,0.9680,0.8508,0.7552,0.7954,0.7828,0.7123,0.9031,0.8044,0.8426,0.8740,0.7003,basic
